0,"NAF1",old,"NAF2",new,Précisions sur la nature du lien,Commentaires  ,"Date 
modification","NAF 2
N liens","NAF 1
N liens",NAF 2 rang lien,NAF 1 rang lien
1149,74.8Kp,Services annexes à la production,77.40Z,"Location-bail de propriété intellectuelle et de produits similaires, à l'exception des œuvres soumises à copyright","CC : exploitation de droits de propriété industrielle (licences, brevets, marques, franchises, etc.) (CPA 02 : 74.87.17p)
NC : - exploitation de droits de production et distribution sur les œuvres soumises à copyright [produits des divisions NAF 2 58 et 59 (CPA 02 : 22.1, 72.2, 92.1, 92.2)]
- gestion des droits d'auteurs (CPA 02 : 74.87.17p)",,,0,1,1,7
1180,74.8Kp,Services annexes à la production,82.91Z,Activités des agences de recouvrement de factures et des sociétés d'information financière sur la clientèle,"CC : - information financière sur la clientèle ( CPA 02 : 74.87.11)
- recouvrement de facture (CPA 02 : 74.87.12)
",,,0,1,1,8
1183,74.8Kp,Services annexes à la production,82.99Zp,Autres activités de soutien aux entreprises n.c.a.,"CC : services annexes à la production (CPA 02 74.87.14, 74.87.16, 74.87.17p) dont :
- activité des commissaires priseurs indépendants
- collecte de pièces dans les parcmètres
NC : - exploitation de licences et brevets (CPA 02 : 74.87.17p)
- gestion des droits d'auteur hors cinéma (CPA 02 : 74.87.17p)
- gestion des droits de propriété industrielle (CPA 02 : 74.87.17p)
- activité des maisons de vente aux enchères (CPA 02 : 74.87.17p)",,,1,1,2,9
1268,74.8Kp,Services annexes à la production,90.02Zp,Activités de soutien au spectacle vivant,"CA :  gestion des droits d'auteurs (œuvres artistiques, littéraires et musicales (sauf films et  œuvres audiovisuelles) (CPA 02 : 74.87.17p) 
** ce poste est aussi mentionné en 92.3A en NAF 1 mais pas dans les NACE 1.1 et CPA 02 92.31 ** 
NC : gestion des droits d'auteurs pour les œuvres soumises à copyright, hors œuvres artistiques, littéraires et musicales (CPA 02 : 74.87.17p)",,,1,1,1,10
1184,75.1A,Administration publique générale,84.11Zp,Administration publique générale,"CC : administration publique générale sauf NC
NC : activités de soutien aux administrations (CPA 02 : 75.14) ",,,1,0,1,1
1186,75.1C,Tutelle des activités sociales,84.12Z,"Administration publique (tutelle) de la santé, de la formation, de la culture et des services sociaux, autre que sécurité sociale ",,,,0,0,1,1
1187,75.1E,Tutelle des activités économiques,84.13Z,Administration publique (tutelle) des activités économiques,,,,0,0,1,1
1167,75.1Gp,Activités de soutien aux administration,81.10Zp,Activités combinées de soutien lié aux bâtiments ,CA : administration et gestion des bâtiments des administrations publiques (CPA 02 : 75.14.12p),,,1,1,3,1
1185,75.1Gp,Activités de soutien aux administrations,84.11Zp,Administration publique générale,"CC : activités de soutien aux administrations (CPA 02 : 75.14) sauf NC
NC : - administration et gestion des bâtiments des administrations publiques (CPA 02 : 75.14.12p)
- administration et gestion des archives des administrations publiques (CPA 02 : 75.14.12p)",,,1,1,2,2
1275,75.1Gp,Activités de soutien aux administrations,91.01Zp,Gestion des bibliothèques et des archives,CA : administration et gestion des bâtiments des archives des administrations publiques (CPA 02 : 75.14.12p),,,1,1,1,3
1188,75.2Ap,Affaires étrangères,84.21Z,Affaires étrangères,"CC : tout sauf NC
NC : contribution aux interventions internationales civiles à caractère humanitaire (CPA 02 : 75.21.12p)",,,0,1,1,1
1262,75.2Ap,Affaires étrangères,88.99Bp,Action sociale sans hébergement n.c.a.,CA : contribution aux interventions internationales civiles à caractère humanitaire (CPA 02 : 75.21.12p),,,1,1,1,2
1189,75.2C,Défense,84.22Z,Défense,,,,0,0,1,1
1190,75.2E,Justice,84.23Z,Justice,,,,0,0,1,1
1191,75.2G,Police,84.24Z,Activités d’ordre public et de sécurité,,,,0,0,1,1
1192,75.2J,Protection civile,84.25Z,Services du feu et de secours,,,,0,0,1,1
1193,75.3A,Activités générales de sécurité sociale,84.30A,Activités générales de sécurité sociale,,,,0,0,1,1
1194,75.3B,Gestion des retraites complémentaires,84.30B,Gestion des retraites complémentaires,,,,0,0,1,1
1195,75.3C,Distribution sociale de revenus,84.30C,Distribution sociale de revenus,,,,0,0,1,1
1196,80.1Zp,Enseignement primaire,85.10Z,Enseignement pré-primaire,CC : enseignement préscolaire (CPA 02 : 80.10.11),,,0,1,1,1
1197,80.1Zp,Enseignement primaire,85.20Z,Enseignement primaire,CC : enseignement primaire (CPA 02 : 80.10.12),,,0,1,1,2
1198,80.2A,Enseignement secondaire général,85.31Z,Enseignement secondaire général,,,,0,0,1,1
1200,80.2C,Enseignement secondaire technique ou professionnel,85.32Zp,Enseignement secondaire technique ou professionnel,,,,1,0,2,1
1203,80.3Zp,Enseignement supérieur,85.41Z,Enseignement post-secondaire non supérieur,"CC : selon table CPA,  (CPA 02 : 80.30.11p) 
** niveau  4 de la CITE  **",,,0,1,1,1
1205,80.3Zp,Enseignement supérieur,85.42Zp,Enseignement supérieur,"CC : tout sauf NC
NC : enseignement post-secondaire non supérieur (CPA 02 : 80.30.11p)",,,1,1,2,2
1201,80.4Ap,Ecoles de conduite,85.32Zp,Enseignement secondaire technique ou professionnel,"CA : formation technique et professionnelle pour les conducteurs de taxis (CPA 02 : 80.41.12p) 
** rien dans tables NACE et CPA **",,,1,1,3,1
1212,80.4Ap,Ecoles de conduite,85.53Z,Enseignement de la conduite,"CC : tout sauf NC
NC :  formation technique et professionnelle pour les conducteurs de taxis (CPA 02 : 80.41.12p) ",,,0,1,1,2
1202,80.4Cp,Formation des adultes et formation continue,85.32Zp,Enseignement secondaire technique ou professionnel,CA : formation technique et professionnelle des adultes pour la licence de chauffeur professionnel (p.e. poids lourds) (CPA 02 : 80.42.10p),,,1,1,4,1
1206,80.4Cp,Formation des adultes et formation continue,85.51Zp,Enseignement de disciplines sportives et d'activités de loisirs,CA : enseignements sportifs et récréatifs parties des formations pour adultes ,,,1,1,1,2
1213,80.4Cp,Formation des adultes et formation continue,85.59A,Formation continue d'adultes,"CC : tout sauf NC
NC : - formation technique et professionnelle des adultes pour la licence de chauffeur professionnel (p.e. poids lourds) (CPA 02 : 80.42.10p)                                                                                           - autres enseignements sportifs et récréatifs parties des formations pour adultes                         ",,,0,1,1,3
1210,80.4Dp,Autres enseignements,85.52Zp,Enseignement culturel,CC : enseignement culturel et artistique non académique (y c. photographie) (CPA 02 : 80.42.20p),,,1,1,1,1
1214,80.4Dp,Autres enseignements,85.59B,Autres enseignements,"CC : tout sauf NC
NC : enseignement culturel et artistique non académique                       ",,,0,1,1,2
1216,85.1Ap,Activités hospitalières,86.10Z,Activités hospitalières,"CC : tout sauf NC 
NC :  -  long séjour des personnes ayant perdu leur autonomie (CPA 02 : 85.11.16p) 
- activité des établissements non hospitaliers pour handicapés mentaux, malades mentaux et toxicomanes  (CPA 02 : 85.11.16p) ",,,0,1,1,1
1230,85.1Ap,Activités hospitalières,87.10Ap,Hébergement médicalisé pour personnes âgées,"CA : long séjour des personnes ayant perdu leur autonomie (CPA 02 : 85.11.16p) 
** Eurostat les affecte en NACE 2 87.20 plutôt qu'en 87.10 **",,,1,1,1,2
1238,85.1Ap,Activités hospitalières,87.20Ap,Hébergement social pour handicapés mentaux et malades mentaux ,CA :activité des établissements non hospitaliers pour handicapés mentaux et malades mentaux (CPA 02 : 85.11.16p) ,,,1,1,1,3
1243,85.1Ap,Activités hospitalières,87.20Bp,Hébergement social pour toxicomanes,CA :activité des établissements non hospitaliers pour toxicomanes (CPA 02 : 85.11.16p) ,,,1,1,1,4
1217,85.1Cp,Pratique médicale,86.21Z,Activité des médecins généralistes,CC : pratique médicale de généralistes (CPA 02 : 85.12.11),,,0,1,1,1
1218,85.1Cp,Pratique médicale,86.22A,Activités de radiodiagnostic et de radiothérapie,CC : pratique médicale de spécialistes (CPA 02 : 85.12.12p),,,0,1,1,2
1219,85.1Cp,Pratique médicale,86.22B,Activités chirurgicales,CC : pratique médicale de spécialistes (CPA 02 : 85.12.12p),,,0,1,1,3
1220,85.1Cp,Pratique médicale,86.22C,Autres activités des médecins spécialistes,CC : pratique médicale de spécialistes (CPA 02 : 85.12.12p),,,0,1,1,4
1221,85.1E,Pratique dentaire,86.23Z,Pratique dentaire,,,,0,0,1,1
1225,85.1Gp,Activités des auxiliaires médicaux,86.90D,Activités des infirmiers et des sages-femmes,"CC : tout sauf NC
NC :  activités des praticiens exerçant dans les domaines de la psychothérapie et de la  psychanalyse, activités des psychologues à vocation thérapeutique (CPA02 : 85.14.13p)",,,0,1,1,1
1226,85.1Gp,Activités des auxiliaires médicaux,86.90Ep,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues","CC : rééducation fonctionnelle,  activités des professionnels de l’appareillage  et des pédicures-podologues  (CPA 02 : 85.14.13p)",,,1,1,1,2
1228,85.1Gp,Activités des auxiliaires médicaux,86.90Fp,Activités de santé humaine non classées ailleurs,"CA  : activités des praticiens exerçant dans les domaines de la psychothérapie et de la  psychanalyse, activités des psychologues à vocation thérapeutique (CPA02 : 85.14.13p)",,,1,1,1,3
1231,85.1Gp,Activités des auxiliaires médicaux,87.10Ap,Hébergement médicalisé pour personnes âgées,CA : hébergement avec soins médicaux sans médecin à demeure pour personnes âgées (CPA 02 : 85.14.15p),,,1,1,2,4
1233,85.1Gp,Activités des auxiliaires médicaux,87.10Bp,Hébergement médicalisés pour enfants handicapés ,CA : hébergement avec soins médicaux sans médecin à demeure pour enfants handicapés (CPA 02 : 85.14.15p),,,1,1,1,5
1236,85.1Gp,Activités des auxiliaires médicaux,87.10Cp,"Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé 
",CA : hébergement avec soins médicaux sans médecin à demeure pour adultes handicapés et autre hébergement médicalisé (CPA 02 : 85.14.15p),,,1,1,1,6
1239,85.1Gp,Activités des auxiliaires médicaux,87.20Ap,Hébergement social pour handicapés mentaux et malades mentaux ,CA : hébergement social avec quelques soins médicaux pour handicapés mentaux et malades mentaux  (CPA 02 : 85.14.15p),,,1,1,2,7
1244,85.1Gp,Activités des auxiliaires médicaux,87.20Bp,Hébergement social pour toxicomanes,CA : hébergement social avec quelques soins médicaux pour  toxicomanes (CPA 02 : 85.14.15p),,,1,1,2,8
1248,85.1Gp,Activités des auxiliaires médicaux,87.30Ap,Hébergement social pour personnes âgées,CA : hébergement social avec quelques soins médicaux pour personnes âgées (CPA 02 : 85.14.15p),,,1,1,1,9
1250,85.1Gp,Activités des auxiliaires médicaux,87.30Bp,Hébergement social pour handicapés  physiques,CA : hébergement social avec quelques soins médicaux pour handicapés  physiques (CPA 02 : 85.14.15p),,,1,1,1,10
1227,85.1Hp,Soins hors d'un cadre réglementé,86.90Ep,"Activités des professionnels de la rééducation, de l’appareillage et des pédicures-podologues",CA : services de chiropraxie et d'ostéopathie,,,1,1,2,1
1229,85.1Hp,Soins hors d'un cadre réglementé,86.90Fp,Activités de santé humaine non classées ailleurs,"CC : tout sauf NC
NC : services de chiropraxie et d'ostéopathie",,,1,1,2,2
1222,85.1J,Ambulances,86.90A,Ambulances,,,,0,0,1,1
1223,85.1K,Laboratoires d'analyses médicales,86.90B,Laboratoires d'analyses médicales,,,,0,0,1,1
1224,85.1L,Centres de collecte et banques d'organes,86.90C,Centres de collecte et banques d'organes,,,,0,0,1,1
1134,85.2Z,Activités vétérinaires,75.00Z,Activités vétérinaires,,,,0,0,1,1
1234,85.3Ap,Accueil des enfants handicapés,87.10Bp,Hébergement médicalisés pour enfants handicapés ,CA : hébergement avec soins médicaux sans médecin à demeure pour enfants handicapés (CPA 02 : 85.14.15p),,,1,1,2,1
1240,85.3Ap,Accueil des enfants handicapés,87.20Ap,Hébergement social pour handicapés mentaux et malades mentaux ,CA : hébergement social  pour enfants handicapés mentaux et malades mentaux (CPA 02 : 85.31.12p),,,1,1,3,2
1245,85.3Ap,Accueil des enfants handicapés,87.20Bp,Hébergement social pour toxicomanes,CA : hébergement social  pour enfants toxicomanes (CPA 02 : 85.31.12p),,,1,1,3,3
1251,85.3Ap,Accueil des enfants handicapés,87.30Bp,Hébergement social pour handicapés  physiques,CA : hébergement social pour  enfants handicapés  physiques (CPA 02 : 85.31.12p),,,1,1,2,4
1235,85.3Bp,Accueil des enfants en difficultés,87.10Bp,Hébergement médicalisés pour enfants handicapés ,CA : hébergement avec soins médicaux sans médecin à demeure pour enfants en difficultés (CPA 02 : 85.14.15p),,,1,1,3,1
1253,85.3Bp,Accueil des enfants en difficultés,87.90A,Hébergement social pour enfants en difficultés ,,,,0,1,1,2
1237,85.3Cp,Accueil des adultes handicapés,87.10Cp,"Hébergement médicalisé pour adultes handicapés et autre hébergement médicalisé 
",CA : hébergement avec soins médicaux sans médecin à demeure pour adultes handicapés et autre hébergement médicalisé (CPA 02 : 85.14.15p),,,1,1,2,1
1241,85.3Cp,Accueil des adultes handicapés,87.20Ap,Hébergement social pour handicapés mentaux et malades mentaux ,CA : hébergement social  pour adultes handicapés mentaux et malades mentaux  (CPA 02 : 85.31.12p),,,1,1,4,2
1246,85.3Cp,Accueil des adultes handicapés,87.20Bp,Hébergement social pour toxicomanes,CA : hébergement social  pour adultes toxicomanes (CPA 02 : 85.31.12p),,,1,1,4,3
1252,85.3Cp,Accueil des adultes handicapés,87.30Bp,Hébergement social pour handicapés  physiques,CA : hébergement social pour adultes handicapés  physiques (CPA 02 : 85.31.12p),,,1,1,3,4
1232,85.3Dp,Accueil des personnes âgées,87.10Ap,Hébergement médicalisé pour personnes âgées,CA : hébergement avec soins médicaux sans médecin à demeure pour personnes âgées (CPA 02 : 85.14.15p),,,1,1,3,1
1249,85.3Dp,Accueil des personnes âgées,87.30Ap,Hébergement social pour personnes âgées,"CC : tout sauf NC 
NC : hébergement avec soins médicaux sans médecin à demeure pour personnes âgées (CPA 02 : 85.14.15p)",,,1,1,2,2
1242,85.3Ep,Autres hébergements sociaux,87.20Ap,Hébergement social pour handicapés mentaux et malades mentaux ,CA : hébergement social pour personne sortant d'hôpital psychiatrique (CPA 02 : 85.31.15p),,,1,1,5,1
1247,85.3Ep,Autres hébergements sociaux,87.20Bp,Hébergement social pour toxicomanes,CA : hébergement social pour personne sortant d'établissement de désintoxication (CPA 02 : 85.31.15p),,,1,1,5,2
1254,85.3Ep,Autres hébergements sociaux,87.90B,Hébergement social pour adultes et familles en difficultés et autre hébergement social ,"CC : tout sauf NC
NC  : - hébergement social pour personne sortant d'hôpital psychiatrique (CPA 02 : 85.31.15p)
- hébergement social pour personne sortant d'établissement de désintoxication (CPA 02 : 85.31.15p)",,,0,1,1,3
1259,85.3G,Crèches et garderies d'enfants,88.91A,Accueil de jeunes enfants,,,,0,0,1,1
1256,85.3Hp,"Aide par le travail, ateliers protégés",88.10Bp,Accueil ou accompagnement sans hébergement d’adultes handicapés ou de  personnes âgées,"CA : accueil de jour d’adultes handicapés (CPA 02 : 85.32.12p) 
** liaison absente dans table CPA **",,,1,1,1,1
1258,85.3Hp,"Aide par le travail, ateliers protégés",88.10C,Aide par le travail ,"CC : tout sauf NC
NC : - accueil de jour des handicapés (CPA 02 : 85.32.12)
- services de réadaptation professionnelle auprès des chômeurs (CPA 02 : 85.32.15p)",,,0,1,1,2
1260,85.3Hp,"Aide par le travail, ateliers protégés",88.91B,Accueil ou accompagnement sans hébergement d’enfants handicapés,CA : accueil de jour d’enfants handicapés (CPA 02 : 85.32.12p),,,0,1,1,3
